transaction_id,customer_id,transaction_type,merchant_category,amount,transaction_date
TXN_003090,CUST_0077,Dining,Cafe,1553.52,2024-01-22
TXN_003091,CUST_0077,Rent,Office Rent,1368.88,2024-08-20
TXN_003092,CUST_0077,Utility Bill,Internet,559.85,2024-01-05
TXN_003093,CUST_0077,Entertainment,Gaming,744.18,2024-12-14
TXN_003094,CUST_0077,EMI,Personal Loan EMI,2059.49,2024-12-06
TXN_003095,CUST_0077,EMI,Car Loan EMI,661.54,2024-05-30
TXN_003096,CUST_0077,Travel,Car Rental,2407.53,2024-10-30
TXN_003097,CUST_0077,Grocery,Supermarket,2446.95,2024-01-03
TXN_003098,CUST_0077,Dining,Cafe,3304.66,2024-01-01
TXN_003099,CUST_0077,Travel,Travel Agency,7054.03,2024-09-14
TXN_003100,CUST_0077,Rent,Apartment Rent,3139.59,2024-03-14
TXN_003101,CUST_0078,Salary Credit,Employer Direct Deposit,10022.7,2024-01-01
TXN_003102,CUST_0078,Salary Credit,Employer Direct Deposit,10022.7,2024-02-02
TXN_003103,CUST_0078,Salary Credit,Employer Direct Deposit,10022.7,2024-03-02
TXN_003104,CUST_0078,Salary Credit,Employer Direct Deposit,10022.7,2024-03-31
TXN_003105,CUST_0078,Salary Credit,Employer Direct Deposit,10022.7,2024-05-03
TXN_003106,CUST_0078,Salary Credit,Employer Direct Deposit,10022.7,2024-06-01
TXN_003107,CUST_0078,Salary Credit,Employer Direct Deposit,12775.12,2024-07-04
TXN_003108,CUST_0078,Salary Credit,Employer Direct Deposit,13942.71,2024-08-01
TXN_003109,CUST_0078,Salary Credit,Employer Direct Deposit,13227.3,2024-08-28
TXN_003110,CUST_0078,Salary Credit,Employer Direct Deposit,14712.42,2024-09-29
TXN_003111,CUST_0078,Salary Credit,Employer Direct Deposit,13822.42,2024-10-28
TXN_003112,CUST_0078,Salary Credit,Employer Direct Deposit,13722.8,2024-12-01
TXN_003113,CUST_0078,Utility Bill,Water,3419.77,2024-04-12
TXN_003114,CUST_0078,Shopping,Fashion,2087.4,2024-04-12
TXN_003115,CUST_0078,Shopping,Baby Store,437.13,2024-10-17
TXN_003116,CUST_0078,Entertainment,Gaming,925.03,2024-08-11
TXN_003117,CUST_0078,Grocery,Supermarket,2637.59,2024-12-21
TXN_003118,CUST_0078,Utility Bill,Internet,2347.21,2024-08-06
TXN_003119,CUST_0078,Entertainment,Movie Theater,4807.62,2024-08-24
TXN_003120,CUST_0078,Travel,International Travel,6180.8,2024-02-15
TXN_003121,CUST_0078,EMI,Personal Loan EMI,2466.58,2024-10-24
TXN_003122,CUST_0078,Rent,Office Rent,2629.81,2024-10-16
TXN_003123,CUST_0078,Shopping,Electronics,3779.12,2024-07-20
TXN_003124,CUST_0078,EMI,Car Loan EMI,1657.02,2024-09-22
TXN_003125,CUST_0078,Entertainment,Streaming Service,432.45,2024-05-18
TXN_003126,CUST_0078,Grocery,Organic Store,2975.76,2024-05-28
TXN_003127,CUST_0078,Entertainment,Gaming,1663.22,2024-02-01
TXN_003128,CUST_0078,Grocery,Wholesale Club,2927.24,2024-09-18
TXN_003129,CUST_0078,Travel,Hotels,4583.98,2024-09-10
TXN_003130,CUST_0078,EMI,Home Loan EMI,2099.17,2024-03-20
TXN_003131,CUST_0078,Shopping,Baby Store,3598.52,2024-01-04
TXN_003132,CUST_0078,Entertainment,Gaming,3442.0,2024-02-28
TXN_003133,CUST_0078,Grocery,Supermarket,773.58,2024-03-02
TXN_003134,CUST_0078,Rent,Apartment Rent,1310.82,2024-01-13
TXN_003135,CUST_0078,Rent,Office Rent,3778.13,2024-06-02
TXN_003136,CUST_0078,Dining,Cafe,4913.65,2024-04-30
TXN_003137,CUST_0078,Rent,Office Rent,3043.96,2024-12-02
TXN_003138,CUST_0078,Grocery,Organic Store,739.77,2024-01-12
TXN_003139,CUST_0078,EMI,Home Loan EMI,2143.66,2024-03-28
TXN_003140,CUST_0078,Rent,Apartment Rent,1870.11,2024-12-07
TXN_003141,CUST_0078,Grocery,Wholesale Club,2469.89,2024-12-07
TXN_003142,CUST_0078,Shopping,Home Decor,1935.25,2024-02-24
TXN_003143,CUST_0078,Entertainment,Movie Theater,4069.33,2024-03-16
TXN_003144,CUST_0078,Travel,Travel Agency,4600.83,2024-01-06
TXN_003145,CUST_0078,Shopping,Electronics,3229.09,2024-12-02
TXN_003146,CUST_0078,Entertainment,Streaming Service,4541.46,2024-06-30
TXN_003147,CUST_0078,EMI,Car Loan EMI,1645.88,2024-01-05
TXN_003148,CUST_0078,EMI,Car Loan EMI,2652.56,2024-04-17
TXN_003149,CUST_0078,Utility Bill,Phone,2570.1,2024-03-30
TXN_003150,CUST_0078,EMI,Car Loan EMI,1907.87,2024-08-23
TXN_003151,CUST_0079,Salary Credit,Employer Direct Deposit,4680.47,2024-01-06
TXN_003152,CUST_0079,Salary Credit,Employer Direct Deposit,4680.47,2024-02-02
TXN_003153,CUST_0079,Salary Credit,Employer Direct Deposit,4680.47,2024-03-04
TXN_003154,CUST_0079,Salary Credit,Employer Direct Deposit,4680.47,2024-03-31
TXN_003155,CUST_0079,Salary Credit,Employer Direct Deposit,4680.47,2024-05-05
TXN_003156,CUST_0079,Salary Credit,Employer Direct Deposit,4680.47,2024-06-02
TXN_003157,CUST_0079,Salary Credit,Employer Direct Deposit,4680.47,2024-07-02
TXN_003158,CUST_0079,Salary Credit,Employer Direct Deposit,4680.47,2024-08-01
TXN_003159,CUST_0079,Salary Credit,Employer Direct Deposit,4680.47,2024-09-01
TXN_003160,CUST_0079,Salary Credit,Employer Direct Deposit,4680.47,2024-10-02
TXN_003161,CUST_0079,Salary Credit,Employer Direct Deposit,4680.47,2024-10-28
TXN_003162,CUST_0079,Salary Credit,Employer Direct Deposit,4680.47,2024-11-30
TXN_003163,CUST_0079,Rent,Office Rent,1972.23,2024-10-24
TXN_003164,CUST_0079,Utility Bill,Phone,347.17,2024-01-16
TXN_003165,CUST_0079,EMI,Home Loan EMI,765.55,2024-12-13
TXN_003166,CUST_0079,Entertainment,Movie Theater,3801.95,2024-05-01
TXN_003167,CUST_0079,Grocery,Supermarket,3643.53,2024-07-15
TXN_003168,CUST_0079,Dining,Restaurant,319.01,2024-05-08
TXN_003169,CUST_0079,Grocery,Supermarket,4235.54,2024-02-07
TXN_003170,CUST_0079,Entertainment,Movie Theater,3036.6,2024-01-16
TXN_003171,CUST_0079,EMI,Car Loan EMI,1623.77,2024-03-09
TXN_003172,CUST_0079,Rent,Apartment Rent,2473.31,2024-12-13
TXN_003173,CUST_0079,Shopping,Fashion,1013.95,2024-03-23
TXN_003174,CUST_0079,Dining,Food Delivery,4045.27,2024-04-08
TXN_003175,CUST_0079,Grocery,Wholesale Club,130.97,2024-12-08
TXN_003176,CUST_0079,Grocery,Supermarket,175.86,2024-03-12
TXN_003177,CUST_0079,Travel,Travel Agency,4632.7,2024-02-06
TXN_003178,CUST_0079,Utility Bill,Water,3414.98,2024-11-24
TXN_003179,CUST_0079,Rent,Office Rent,1622.42,2024-08-30
TXN_003180,CUST_0079,Rent,Office Rent,3699.27,2024-03-11
TXN_003181,CUST_0079,Grocery,Organic Store,2143.28,2024-07-11
TXN_003182,CUST_0079,Grocery,Wholesale Club,399.94,2024-09-21
TXN_003183,CUST_0079,Shopping,Electronics,598.46,2024-04-28
TXN_003184,CUST_0079,Travel,International Travel,375.83,2024-05-28
TXN_003185,CUST_0079,Shopping,Home Decor,3519.33,2024-02-04
TXN_003186,CUST_0079,EMI,Car Loan EMI,1938.39,2024-09-22
TXN_003187,CUST_0079,Rent,Office Rent,1169.94,2024-12-23
TXN_003188,CUST_0079,Grocery,Wholesale Club,2360.18,2024-05-14
TXN_003189,CUST_0079,Travel,Airlines,2234.87,2024-06-20
TXN_003190,CUST_0079,Travel,Hotels,6570.75,2024-06-17
TXN_003191,CUST_0079,Travel,Hotels,6484.16,2024-10-15
TXN_003192,CUST_0079,Travel,Travel Agency,7609.28,2024-11-02
TXN_003193,CUST_0079,Grocery,Wholesale Club,2399.07,2024-03-07
TXN_003194,CUST_0079,Shopping,Electronics,529.27,2024-09-11
TXN_003195,CUST_0079,Rent,Apartment Rent,2294.55,2024-06-04
TXN_003196,CUST_0079,Investment,Mutual Fund SIP,750.36,2024-04-10
TXN_003197,CUST_0079,Rent,Office Rent,3213.77,2024-10-09
TXN_003198,CUST_0079,Entertainment,Streaming Service,1941.75,2024-07-12
TXN_003199,CUST_0079,EMI,Car Loan EMI,1873.86,2024-02-29
TXN_003200,CUST_0080,Salary Credit,Employer Direct Deposit,10387.84,2024-01-03
TXN_003201,CUST_0080,Salary Credit,Employer Direct Deposit,10387.84,2024-02-02
TXN_003202,CUST_0080,Salary Credit,Employer Direct Deposit,10387.84,2024-03-02
TXN_003203,CUST_0080,Salary Credit,Employer Direct Deposit,10387.84,2024-04-02
TXN_003204,CUST_0080,Salary Credit,Employer Direct Deposit,10387.84,2024-05-03
TXN_003205,CUST_0080,Salary Credit,Employer Direct Deposit,10387.84,2024-05-30
TXN_003206,CUST_0080,Salary Credit,Employer Direct Deposit,13207.63,2024-06-29
TXN_003207,CUST_0080,Salary Credit,Employer Direct Deposit,14299.75,2024-07-30
TXN_003208,CUST_0080,Salary Credit,Employer Direct Deposit,13752.67,2024-09-01
TXN_003209,CUST_0080,Salary Credit,Employer Direct Deposit,14235.65,2024-09-27
TXN_003210,CUST_0080,Salary Credit,Employer Direct Deposit,15186.78,2024-10-28
TXN_003211,CUST_0080,Salary Credit,Employer Direct Deposit,14997.82,2024-11-26
TXN_003212,CUST_0080,Travel,Hotels,2404.25,2024-06-09
TXN_003213,CUST_0080,Utility Bill,Water,4990.46,2024-03-07
TXN_003214,CUST_0080,Dining,Cafe,3291.34,2024-12-02
TXN_003215,CUST_0080,Grocery,Supermarket,1258.49,2024-10-05
TXN_003216,CUST_0080,Investment,SIP Investment,8227.54,2024-04-22
TXN_003217,CUST_0080,Entertainment,Gaming,1520.57,2024-07-06
TXN_003218,CUST_0080,Rent,Office Rent,1732.62,2024-05-16
TXN_003219,CUST_0080,Utility Bill,Electricity,279.45,2024-07-29
TXN_003220,CUST_0080,Entertainment,Movie Theater,401.45,2024-03-11
TXN_003221,CUST_0080,Rent,Apartment Rent,2658.9,2024-03-03
TXN_003222,CUST_0080,Utility Bill,Water,188.98,2024-04-30
TXN_003223,CUST_0080,Entertainment,Gaming,3823.32,2024-02-28
TXN_003224,CUST_0080,Travel,Car Rental,2308.33,2024-10-28
TXN_003225,CUST_0080,Dining,Cafe,4137.62,2024-02-13
TXN_003226,CUST_0080,Travel,Travel Agency,3194.7,2024-01-10
TXN_003227,CUST_0080,Dining,Cafe,2225.66,2024-04-24
TXN_003228,CUST_0080,Investment,SIP Investment,4595.31,2024-01-27
TXN_003229,CUST_0080,Shopping,Electronics,2712.33,2024-06-27
TXN_003230,CUST_0080,Travel,International Travel,2822.5,2024-05-14
TXN_003231,CUST_0080,Investment,Mutual Fund SIP,8377.77,2024-08-10
TXN_003232,CUST_0080,Dining,Food Delivery,4643.55,2024-01-30
TXN_003233,CUST_0080,Grocery,Wholesale Club,1946.67,2024-12-13
TXN_003234,CUST_0080,Shopping,Online Marketplace,2322.88,2024-10-20
TXN_003235,CUST_0080,Rent,Office Rent,2143.87,2024-05-01
TXN_003236,CUST_0080,EMI,Home Loan EMI,2206.5,2024-05-20
TXN_003237,CUST_0080,Grocery,Supermarket,3858.98,2024-05-31
TXN_003238,CUST_0080,Utility Bill,Phone,202.64,2024-05-20
TXN_003239,CUST_0080,Utility Bill,Internet,3299.56,2024-11-30
TXN_003240,CUST_0080,Travel,Airlines,5354.06,2024-05-15
TXN_003241,CUST_0081,Salary Credit,Employer Direct Deposit,3207.2,2024-01-01
TXN_003242,CUST_0081,Salary Credit,Employer Direct Deposit,3207.2,2024-02-03
TXN_003243,CUST_0081,Salary Credit,Employer Direct Deposit,3207.2,2024-03-01
TXN_003244,CUST_0081,Salary Credit,Employer Direct Deposit,3207.2,2024-04-02
TXN_003245,CUST_0081,Salary Credit,Employer Direct Deposit,3207.2,2024-05-03
TXN_003246,CUST_0081,Salary Credit,Employer Direct Deposit,3207.2,2024-06-04
TXN_003247,CUST_0081,Salary Credit,Employer Direct Deposit,3207.2,2024-07-03
TXN_003248,CUST_0081,Salary Credit,Employer Direct Deposit,3207.2,2024-07-30
TXN_003249,CUST_0081,Salary Credit,Employer Direct Deposit,3207.2,2024-08-31
TXN_003250,CUST_0081,Salary Credit,Employer Direct Deposit,3207.2,2024-09-27
TXN_003251,CUST_0081,Salary Credit,Employer Direct Deposit,3207.2,2024-10-31
TXN_003252,CUST_0081,Salary Credit,Employer Direct Deposit,3207.2,2024-11-26
TXN_003253,CUST_0081,Shopping,Online Marketplace,2761.72,2024-02-02
TXN_003254,CUST_0081,Entertainment,Streaming Service,1297.45,2024-05-21
TXN_003255,CUST_0081,Shopping,Home Decor,644.84,2024-11-18
TXN_003256,CUST_0081,EMI,Home Loan EMI,2139.95,2024-04-29
TXN_003257,CUST_0081,Grocery,Wholesale Club,202.12,2024-12-16
TXN_003258,CUST_0081,Rent,Office Rent,1125.87,2024-04-26
TXN_003259,CUST_0081,Travel,Travel Agency,325.72,2024-06-29
TXN_003260,CUST_0081,Rent,Apartment Rent,2049.19,2024-02-09
TXN_003261,CUST_0081,Rent,Office Rent,1232.35,2024-04-14
TXN_003262,CUST_0081,Utility Bill,Internet,4147.4,2024-12-14
TXN_003263,CUST_0081,Dining,Restaurant,3213.02,2024-05-24
TXN_003264,CUST_0081,EMI,Home Loan EMI,2470.41,2024-06-20
TXN_003265,CUST_0081,Dining,Food Delivery,1879.83,2024-05-30
TXN_003266,CUST_0081,Travel,Hotels,2468.81,2024-03-17
TXN_003267,CUST_0081,Travel,Airlines,6502.67,2024-09-18
TXN_003268,CUST_0081,Rent,Office Rent,2136.52,2024-10-25
TXN_003269,CUST_0081,Travel,Hotels,7983.0,2024-02-10
TXN_003270,CUST_0081,Grocery,Supermarket,2831.36,2024-10-21
TXN_003271,CUST_0081,Rent,Office Rent,1363.73,2024-09-27
TXN_003272,CUST_0081,Travel,International Travel,4290.69,2024-08-13
TXN_003273,CUST_0082,Salary Credit,Employer Direct Deposit,13032.11,2024-01-03
TXN_003274,CUST_0082,Salary Credit,Employer Direct Deposit,13032.11,2024-02-01
TXN_003275,CUST_0082,Salary Credit,Employer Direct Deposit,13032.11,2024-03-03
TXN_003276,CUST_0082,Salary Credit,Employer Direct Deposit,13032.11,2024-04-01
TXN_003277,CUST_0082,Salary Credit,Employer Direct Deposit,13032.11,2024-05-02
TXN_003278,CUST_0082,Salary Credit,Employer Direct Deposit,13032.11,2024-05-31
TXN_003279,CUST_0082,Salary Credit,Employer Direct Deposit,17420.63,2024-07-04
TXN_003280,CUST_0082,Salary Credit,Employer Direct Deposit,19440.25,2024-08-03
TXN_003281,CUST_0082,Salary Credit,Employer Direct Deposit,16580.94,2024-09-02
TXN_003282,CUST_0082,Salary Credit,Employer Direct Deposit,19382.43,2024-09-30
TXN_003283,CUST_0082,Salary Credit,Employer Direct Deposit,17053.35,2024-10-29
TXN_003284,CUST_0082,Salary Credit,Employer Direct Deposit,17829.71,2024-11-26
TXN_003285,CUST_0082,Utility Bill,Phone,3030.04,2024-08-17
TXN_003286,CUST_0082,Dining,Restaurant,2851.02,2024-03-05
TXN_003287,CUST_0082,Rent,Apartment Rent,2222.85,2024-10-26
TXN_003288,CUST_0082,EMI,Personal Loan EMI,1217.21,2024-06-09
TXN_003289,CUST_0082,Grocery,Supermarket,2048.43,2024-09-15
TXN_003290,CUST_0082,EMI,Personal Loan EMI,2703.6,2024-04-11
TXN_003291,CUST_0082,EMI,Car Loan EMI,801.97,2024-05-14
TXN_003292,CUST_0082,Rent,Office Rent,1379.19,2024-01-18
TXN_003293,CUST_0082,Dining,Restaurant,3453.33,2024-02-07
TXN_003294,CUST_0082,EMI,Personal Loan EMI,2796.56,2024-08-04
TXN_003295,CUST_0082,Utility Bill,Water,2017.56,2024-10-12
TXN_003296,CUST_0082,Investment,Fixed Deposit,9025.55,2024-06-21
TXN_003297,CUST_0082,Grocery,Wholesale Club,235.74,2024-06-30
TXN_003298,CUST_0082,Entertainment,Movie Theater,3157.85,2024-08-11
TXN_003299,CUST_0082,Shopping,Home Decor,3503.57,2024-04-03
TXN_003300,CUST_0082,Rent,Apartment Rent,1023.35,2024-10-30
TXN_003301,CUST_0082,Utility Bill,Phone,1903.08,2024-08-12
TXN_003302,CUST_0082,EMI,Personal Loan EMI,1198.25,2024-02-19
TXN_003303,CUST_0082,Investment,Fixed Deposit,958.74,2024-09-22
TXN_003304,CUST_0082,Rent,Office Rent,2152.2,2024-04-01
TXN_003305,CUST_0082,EMI,Home Loan EMI,2336.56,2024-04-17
TXN_003306,CUST_0082,Dining,Food Delivery,1398.5,2024-11-11
TXN_003307,CUST_0082,Utility Bill,Electricity,1743.25,2024-03-25
TXN_003308,CUST_0082,Grocery,Organic Store,1376.5,2024-08-12
TXN_003309,CUST_0082,Investment,Stock Brokerage,9218.08,2024-11-06
TXN_003310,CUST_0083,Salary Credit,Employer Direct Deposit,5780.1,2024-01-03
TXN_003311,CUST_0083,Salary Credit,Employer Direct Deposit,5780.1,2024-02-01
TXN_003312,CUST_0083,Salary Credit,Employer Direct Deposit,5780.1,2024-03-01
TXN_003313,CUST_0083,Salary Credit,Employer Direct Deposit,5780.1,2024-04-01
TXN_003314,CUST_0083,Salary Credit,Employer Direct Deposit,5780.1,2024-05-04
TXN_003315,CUST_0083,Salary Credit,Employer Direct Deposit,5780.1,2024-06-03
TXN_003316,CUST_0083,Salary Credit,Employer Direct Deposit,8245.08,2024-06-29
TXN_003317,CUST_0083,Salary Credit,Employer Direct Deposit,7973.75,2024-07-29
TXN_003318,CUST_0083,Salary Credit,Employer Direct Deposit,8600.54,2024-09-01
TXN_003319,CUST_0083,Salary Credit,Employer Direct Deposit,7868.88,2024-09-28
TXN_003320,CUST_0083,Salary Credit,Employer Direct Deposit,6947.68,2024-10-27
TXN_003321,CUST_0083,Salary Credit,Employer Direct Deposit,7576.91,2024-11-28
TXN_003322,CUST_0083,Dining,Food Delivery,2229.68,2024-03-05
TXN_003323,CUST_0083,Entertainment,Movie Theater,4590.8,2024-12-27
TXN_003324,CUST_0083,Grocery,Organic Store,4445.51,2024-09-09
TXN_003325,CUST_0083,Shopping,Electronics,4323.87,2024-05-22
TXN_003326,CUST_0083,Grocery,Organic Store,4020.17,2024-04-23
TXN_003327,CUST_0083,Grocery,Organic Store,792.07,2024-06-20
TXN_003328,CUST_0083,Shopping,Home Decor,3156.81,2024-09-19
TXN_003329,CUST_0083,Grocery,Wholesale Club,3442.81,2024-01-20
TXN_003330,CUST_0083,Dining,Restaurant,4662.52,2024-09-23
TXN_003331,CUST_0083,Utility Bill,Water,4208.74,2024-12-04
TXN_003332,CUST_0083,Travel,Airlines,4773.48,2024-04-22
TXN_003333,CUST_0083,Investment,Fixed Deposit,5102.82,2024-04-05
TXN_003334,CUST_0083,Entertainment,Movie Theater,667.64,2024-11-21
TXN_003335,CUST_0083,Grocery,Wholesale Club,4287.21,2024-04-19
TXN_003336,CUST_0083,Travel,Car Rental,4550.35,2024-04-16
TXN_003337,CUST_0083,EMI,Home Loan EMI,1157.68,2024-07-13
TXN_003338,CUST_0083,Investment,Fixed Deposit,6740.94,2024-04-02
TXN_003339,CUST_0083,Shopping,Fashion,4376.44,2024-12-08
TXN_003340,CUST_0083,Entertainment,Movie Theater,3985.76,2024-07-19
TXN_003341,CUST_0083,Utility Bill,Phone,1484.13,2024-04-22
TXN_003342,CUST_0083,Grocery,Organic Store,2103.77,2024-08-16
TXN_003343,CUST_0083,Utility Bill,Water,3315.47,2024-02-29
TXN_003344,CUST_0083,EMI,Car Loan EMI,2151.53,2024-06-26
TXN_003345,CUST_0083,Dining,Food Delivery,649.01,2024-09-04
TXN_003346,CUST_0083,Entertainment,Gaming,2065.89,2024-04-30
TXN_003347,CUST_0083,Travel,Travel Agency,1877.83,2024-07-28
TXN_003348,CUST_0083,Travel,International Travel,2240.52,2024-06-11
TXN_003349,CUST_0083,Dining,Cafe,4047.06,2024-08-05
TXN_003350,CUST_0083,Dining,Cafe,4562.72,2024-05-17
TXN_003351,CUST_0083,Entertainment,Gaming,1102.55,2024-11-21
TXN_003352,CUST_0083,Travel,Travel Agency,1926.22,2024-03-26
TXN_003353,CUST_0083,Rent,Apartment Rent,1330.95,2024-11-10
TXN_003354,CUST_0083,Utility Bill,Water,3028.76,2024-01-11
TXN_003355,CUST_0083,Travel,Car Rental,5696.9,2024-06-29
TXN_003356,CUST_0083,Rent,Apartment Rent,2555.95,2024-07-04
TXN_003357,CUST_0083,Rent,Apartment Rent,3514.45,2024-07-21
TXN_003358,CUST_0083,Investment,Fixed Deposit,9151.21,2024-06-18
TXN_003359,CUST_0083,Dining,Restaurant,2769.23,2024-05-07
TXN_003360,CUST_0083,Travel,Airlines,6089.95,2024-09-26
TXN_003361,CUST_0084,Salary Credit,Employer Direct Deposit,12496.12,2024-01-01
TXN_003362,CUST_0084,Salary Credit,Employer Direct Deposit,12496.12,2024-02-01
TXN_003363,CUST_0084,Salary Credit,Employer Direct Deposit,12496.12,2024-03-03
TXN_003364,CUST_0084,Salary Credit,Employer Direct Deposit,12496.12,2024-04-02
TXN_003365,CUST_0084,Salary Credit,Employer Direct Deposit,12496.12,2024-04-30
TXN_003366,CUST_0084,Salary Credit,Employer Direct Deposit,12496.12,2024-05-31
TXN_003367,CUST_0084,Salary Credit,Employer Direct Deposit,12496.12,2024-07-04
TXN_003368,CUST_0084,Salary Credit,Employer Direct Deposit,12496.12,2024-08-03
TXN_003369,CUST_0084,Salary Credit,Employer Direct Deposit,12496.12,2024-08-29
TXN_003370,CUST_0084,Salary Credit,Employer Direct Deposit,12496.12,2024-09-27
TXN_003371,CUST_0084,Salary Credit,Employer Direct Deposit,12496.12,2024-10-29
TXN_003372,CUST_0084,Salary Credit,Employer Direct Deposit,12496.12,2024-12-01
TXN_003373,CUST_0084,Grocery,Organic Store,3279.83,2024-03-08
TXN_003374,CUST_0084,Shopping,Electronics,391.87,2024-09-15
TXN_003375,CUST_0084,Dining,Restaurant,83.56,2024-10-04
TXN_003376,CUST_0084,EMI,Home Loan EMI,2481.55,2024-04-09
TXN_003377,CUST_0084,Shopping,Baby Store,2131.51,2024-01-12
TXN_003378,CUST_0084,Shopping,Baby Store,2299.94,2024-02-21
TXN_003379,CUST_0084,Shopping,Online Marketplace,2362.29,2024-05-29
TXN_003380,CUST_0084,Dining,Restaurant,1119.04,2024-07-27
TXN_003381,CUST_0084,Rent,Office Rent,3723.0,2024-09-30
TXN_003382,CUST_0084,Rent,Apartment Rent,3979.46,2024-07-20
TXN_003383,CUST_0084,Utility Bill,Electricity,2266.83,2024-10-22
TXN_003384,CUST_0084,Travel,Car Rental,3687.27,2024-09-01
TXN_003385,CUST_0084,Grocery,Wholesale Club,1559.94,2024-03-14
TXN_003386,CUST_0084,Grocery,Supermarket,2808.82,2024-04-16
TXN_003387,CUST_0084,Entertainment,Gaming,1257.35,2024-03-13
TXN_003388,CUST_0084,Dining,Food Delivery,4191.97,2024-09-24
TXN_003389,CUST_0084,Investment,Mutual Fund SIP,2894.23,2024-06-08
TXN_003390,CUST_0084,Utility Bill,Water,192.18,2024-12-18
TXN_003391,CUST_0085,Salary Credit,Employer Direct Deposit,13457.13,2024-01-03
TXN_003392,CUST_0085,Salary Credit,Employer Direct Deposit,13457.13,2024-02-05
TXN_003393,CUST_0085,Salary Credit,Employer Direct Deposit,13457.13,2024-03-02
TXN_003394,CUST_0085,Salary Credit,Employer Direct Deposit,13457.13,2024-04-04
TXN_003395,CUST_0085,Salary Credit,Employer Direct Deposit,13457.13,2024-05-03
TXN_003396,CUST_0085,Salary Credit,Employer Direct Deposit,13457.13,2024-06-03
TXN_003397,CUST_0085,Salary Credit,Employer Direct Deposit,13457.13,2024-07-02
TXN_003398,CUST_0085,Salary Credit,Employer Direct Deposit,13457.13,2024-07-31
TXN_003399,CUST_0085,Salary Credit,Employer Direct Deposit,13457.13,2024-09-02
TXN_003400,CUST_0085,Salary Credit,Employer Direct Deposit,13457.13,2024-09-28
TXN_003401,CUST_0085,Salary Credit,Employer Direct Deposit,13457.13,2024-10-29
TXN_003402,CUST_0085,Salary Credit,Employer Direct Deposit,13457.13,2024-11-29
TXN_003403,CUST_0085,Entertainment,Gaming,2778.49,2024-02-11
TXN_003404,CUST_0085,Grocery,Organic Store,3499.29,2024-07-11
TXN_003405,CUST_0085,EMI,Home Loan EMI,2370.37,2024-03-26
TXN_003406,CUST_0085,Investment,SIP Investment,1579.81,2024-08-05
TXN_003407,CUST_0085,Entertainment,Streaming Service,3134.56,2024-09-25
TXN_003408,CUST_0085,Entertainment,Streaming Service,3747.48,2024-10-07
TXN_003409,CUST_0085,Dining,Cafe,56.2,2024-03-01
TXN_003410,CUST_0085,Dining,Cafe,3602.52,2024-12-12
TXN_003411,CUST_0085,Shopping,Online Marketplace,1618.71,2024-07-09
TXN_003412,CUST_0085,EMI,Home Loan EMI,2212.56,2024-11-10
TXN_003413,CUST_0085,Utility Bill,Internet,2365.83,2024-04-17
TXN_003414,CUST_0085,Utility Bill,Water,829.55,2024-08-30
TXN_003415,CUST_0085,Travel,Travel Agency,1372.72,2024-02-04
TXN_003416,CUST_0085,Travel,Travel Agency,1754.29,2024-02-18
TXN_003417,CUST_0085,Rent,Office Rent,1183.32,2024-08-27
TXN_003418,CUST_0085,EMI,Home Loan EMI,1897.89,2024-04-25
TXN_003419,CUST_0085,Utility Bill,Electricity,4640.12,2024-05-20
TXN_003420,CUST_0085,Shopping,Home Decor,2926.5,2024-06-05
TXN_003421,CUST_0085,Utility Bill,Phone,4672.2,2024-10-14
TXN_003422,CUST_0085,Rent,Apartment Rent,1457.27,2024-04-20
TXN_003423,CUST_0085,Shopping,Fashion,1322.06,2024-02-22
TXN_003424,CUST_0085,EMI,Personal Loan EMI,2415.14,2024-06-18
TXN_003425,CUST_0085,Shopping,Online Marketplace,3345.8,2024-08-30
TXN_003426,CUST_0085,Investment,Stock Brokerage,2702.39,2024-04-20
TXN_003427,CUST_0085,Grocery,Wholesale Club,740.99,2024-03-25
TXN_003428,CUST_0085,Entertainment,Streaming Service,1623.46,2024-01-27
TXN_003429,CUST_0085,EMI,Personal Loan EMI,1563.51,2024-08-29
TXN_003430,CUST_0085,Utility Bill,Internet,2506.87,2024-03-01
TXN_003431,CUST_0085,Investment,SIP Investment,4162.53,2024-08-30
TXN_003432,CUST_0085,Utility Bill,Internet,4194.86,2024-06-11
TXN_003433,CUST_0085,Rent,Apartment Rent,3526.57,2024-03-26
TXN_003434,CUST_0085,Shopping,Fashion,4200.98,2024-10-13
TXN_003435,CUST_0085,Entertainment,Movie Theater,3478.55,2024-05-08
TXN_003436,CUST_0086,Salary Credit,Employer Direct Deposit,13797.15,2024-01-06
TXN_003437,CUST_0086,Salary Credit,Employer Direct Deposit,13797.15,2024-02-02
TXN_003438,CUST_0086,Salary Credit,Employer Direct Deposit,13797.15,2024-03-02
TXN_003439,CUST_0086,Salary Credit,Employer Direct Deposit,13797.15,2024-03-31
TXN_003440,CUST_0086,Salary Credit,Employer Direct Deposit,13797.15,2024-05-02
TXN_003441,CUST_0086,Salary Credit,Employer Direct Deposit,13797.15,2024-06-02
TXN_003442,CUST_0086,Salary Credit,Employer Direct Deposit,19746.8,2024-07-01
TXN_003443,CUST_0086,Salary Credit,Employer Direct Deposit,19571.91,2024-07-30
TXN_003444,CUST_0086,Salary Credit,Employer Direct Deposit,19110.33,2024-08-29
TXN_003445,CUST_0086,Salary Credit,Employer Direct Deposit,18139.63,2024-09-28
